0	47.1166
0.00012207	35.957
0.000244141	53.7946
0.000366211	70.4876
0.000488281	39.9468
0.000610352	105.691
0.000732422	101.833
0.000854492	133.932
0.000976562	69.1664
0.00109863	68.1742
0.0012207	178.409
0.00134277	141.762
0.00146484	168.328
0.00158691	77.3305
0.00170898	32.2034
0.00183105	115.662
0.00195312	18.9056
0.0020752	39.4982
0.00219727	55.8339
0.00231934	110.352
0.00244141	42.0665
0.00256348	46.0087
0.00268555	95.6122
0.00280762	30.4954
0.00292969	53.0886
0.00305176	143.501
0.00317383	172.768
0.0032959	44.563
0.00341797	133.162
0.00354004	55.1139
0.00366211	103.705
0.00378418	83.0335
0.00390625	85.0621
0.00402832	152.602
0.00415039	60.6759
0.00427246	121.734
0.00439453	85.7003
0.0045166	17.3998
0.00463867	89.9202
0.00476074	101.12
0.00488281	56.3266
0.00500488	142.868
0.00512695	25.1055
0.00524902	33.8101
0.00537109	32.558
0.00549316	90.9962
0.00561523	165.04
0.0057373	143.207
0.00585938	86.6389
0.00598145	155.148
0.00610352	65.5469
0.00622559	15.0681
0.00634766	114.719
0.00646973	84.2739
0.0065918	80.6974
0.00671387	116.465
0.00683594	112.8
0.00695801	20.7495
0.00708008	108.689
0.00720215	7.74953
0.00732422	172.774
0.00744629	93.8242
0.00756836	63.8952
0.00769043	108.086
0.0078125	94.7721
0.00793457	70.0782
0.00805664	32.0885
0.00817871	68.7975
0.00830078	33.9611
0.00842285	59.6784
0.00854492	80.9694
0.00866699	142.644
0.00878906	37.1489
0.00891113	92.7426
0.0090332	40.1135
0.00915527	116.655
0.00927734	141.554
0.00939941	56.2841
0.00952148	53.0424
0.00964355	73.3636
0.00976562	64.7224
0.0098877	47.1958
0.0100098	42.5517
0.0101318	105.925
0.0102539	123.566
0.010376	35.8369
0.010498	91.7729
0.0106201	108.013
0.0107422	87.1557
0.0108643	54.264
0.0109863	32.33
0.0111084	150.214
0.0112305	62.4985
0.0113525	202.864
0.0114746	101.45
0.0115967	18.9447
0.0117188	100.244
0.0118408	70.1931
0.0119629	106.864
0.012085	89.1504
0.012207	68.922
0.0123291	51.2959
0.0124512	94.2323
0.0125732	25.574
0.0126953	197.345
0.0128174	95.1826
0.0129395	60.6407
0.0130615	78.3648
0.0131836	123.083
0.0133057	55.3397
0.0134277	55.0344
0.0135498	198.525
0.0136719	103.641
0.0137939	96.8933
0.013916	91.4907
0.0140381	243.318
0.0141602	154.906
0.0142822	101.434
0.0144043	66.162
0.0145264	95.49
0.0146484	101.103
0.0147705	50.7171
0.0148926	130.427
0.0150146	94.9647
0.0151367	108.462
0.0152588	123.029
0.0153809	65.0444
0.0155029	127.645
0.015625	163.758
0.0157471	110.185
0.0158691	90.704
0.0159912	128.359
0.0161133	43.5805
0.0162354	190.216
0.0163574	212.629
0.0164795	61.4997
0.0166016	47.9511
0.0167236	133.377
0.0168457	74.6016
0.0169678	10.0434
0.0170898	56.738
0.0172119	68.1398
0.017334	72.4227
0.0174561	63.1602
0.0175781	96.1131
0.0177002	137.957
0.0178223	67.443
0.0179443	151.662
0.0180664	146.803
0.0181885	63.1644
0.0183105	76.2264
0.0184326	58.2983
0.0185547	74.0432
0.0186768	62.061
0.0187988	76.5461
0.0189209	47.0838
0.019043	67.8772
0.019165	120.776
0.0192871	73.9748
0.0194092	99.1302
0.0195312	172.821
0.0196533	90.7454
0.0197754	59.2033
0.0198975	100.061
0.0200195	52.3328
0.0201416	36.1524
0.0202637	93.8537
0.0203857	145.488
0.0205078	74.9909
0.0206299	134.524
0.020752	141.209
0.020874	22.2977
0.0209961	127.659
0.0211182	119.652
0.0212402	129.042
0.0213623	44.7094
0.0214844	153.826
0.0216064	127.123
0.0217285	24.6353
0.0218506	41.09
0.0219727	120.589
0.0220947	62.1566
0.0222168	164.425
0.0223389	177.072
0.0224609	55.6186
0.022583	13.4019
0.0227051	37.9844
0.0228271	105.828
0.0229492	54.0838
0.0230713	102.864
0.0231934	55.7056
0.0233154	57.9541
0.0234375	187.441
0.0235596	96.5601
0.0236816	91.8262
0.0238037	100.615
0.0239258	101.668
0.0240479	84.832
0.0241699	46.7027
0.024292	13.9764
0.0244141	116.895
0.0245361	103.607
0.0246582	102.322
0.0247803	144.438
0.0249023	191.8
0.0250244	76.6436
0.0251465	30.3624
0.0252686	44.3485
0.0253906	35.1427
0.0255127	52.7732
0.0256348	32.1203
0.0257568	33.465
0.0258789	17.3305
0.026001	128.618
0.026123	64.9768
0.0262451	65.2411
0.0263672	52.8675
0.0264893	96.2389
0.0266113	62.0348
0.0267334	90.9602
0.0268555	129.024
0.0269775	139.326
0.0270996	51.6407
0.0272217	159.185
0.0273438	45.8578
0.0274658	34.0133
0.0275879	26.4208
0.02771	51.9952
0.027832	32.8307
0.0279541	86.6141
0.0280762	54.6425
0.0281982	94.5683
0.0283203	63.0104
0.0284424	62.9064
0.0285645	43.4959
0.0286865	138.963
0.0288086	75.8056
0.0289307	157.863
0.0290527	51.3453
0.0291748	59.2194
0.0292969	78.3295
0.0294189	62.6474
0.029541	144.356
0.0296631	51.5222
0.0297852	82.4422
0.0299072	70.1574
0.0300293	86.2478
0.0301514	65.6068
0.0302734	36.3137
0.0303955	87.4405
0.0305176	165.946
0.0306396	87.5084
0.0307617	157.658
0.0308838	121.325
0.0310059	47.9223
0.0311279	126.986
0.03125	43.1631
0.0313721	115.883
0.0314941	100.08
0.0316162	57.2208
0.0317383	50.3579
0.0318604	102.211
0.0319824	16.4817
0.0321045	98.3038
0.0322266	35.2333
0.0323486	45.7731
0.0324707	117.002
0.0325928	80.1649
