0	0
1	0.052336
2	0.104528
3	0.156434
4	0.207912
5	0.258819
6	0.309017
7	0.358368
8	0.406737
9	0.453991
10	0.5
11	0.544639
12	0.587785
13	0.62932
14	0.669131
15	0.707107
16	0.743145
17	0.777146
18	0.809017
19	0.838671
20	0.866025
21	0.891007
22	0.913545
23	0.93358
24	0.951057
25	0.965926
26	0.978148
27	0.987688
28	0.994522
29	0.99863
30	1
31	0.99863
32	0.994522
33	0.987688
34	0.978148
35	0.965926
36	0.951056
37	0.93358
38	0.913545
39	0.891006
40	0.866025
41	0.838671
42	0.809017
43	0.777146
44	0.743145
45	0.707107
46	0.669131
47	0.62932
48	0.587785
49	0.544639
50	0.5
51	0.45399
52	0.406737
53	0.358368
54	0.309017
55	0.258819
56	0.207912
57	0.156434
58	0.104528
59	0.0523359
60	-8.74228e-08
61	-0.052336
62	-0.104529
63	-0.156435
64	-0.207912
65	-0.258819
66	-0.309017
67	-0.358368
68	-0.406737
69	-0.453991
70	-0.5
71	-0.544639
72	-0.587785
73	-0.629321
74	-0.669131
75	-0.707107
76	-0.743145
77	-0.777146
78	-0.809017
79	-0.838671
80	-0.866025
81	-0.891007
82	-0.913545
83	-0.93358
84	-0.951057
85	-0.965926
86	-0.978148
87	-0.987688
88	-0.994522
89	-0.99863
90	-1
91	-0.99863
92	-0.994522
93	-0.987688
94	-0.978148
95	-0.965926
96	-0.951056
97	-0.93358
98	-0.913545
99	-0.891006
100	-0.866025
101	-0.83867
102	-0.809017
103	-0.777146
104	-0.743145
105	-0.707107
106	-0.669131
107	-0.62932
108	-0.587785
109	-0.544639
110	-0.5
111	-0.45399
112	-0.406736
113	-0.358368
114	-0.309017
115	-0.258819
116	-0.207912
117	-0.156434
118	-0.104528
119	-0.0523358
120	1.74846e-07
121	0.0523361
122	0.104529
123	0.156435
124	0.207912
125	0.258819
126	0.309017
127	0.358368
128	0.406737
129	0.453991
130	0.5
131	0.544639
132	0.587785
133	0.629321
134	0.669131
135	0.707107
136	0.743145
137	0.777146
138	0.809017
139	0.838671
140	0.866026
141	0.891007
142	0.913546
143	0.933581
144	0.951057
145	0.965926
146	0.978148
147	0.987688
148	0.994522
149	0.99863
150	1
151	0.99863
152	0.994522
153	0.987688
154	0.978148
155	0.965926
156	0.951056
157	0.93358
158	0.913545
159	0.891006
160	0.866025
161	0.83867
162	0.809017
163	0.777146
164	0.743145
165	0.707107
166	0.66913
167	0.62932
168	0.587785
169	0.544639
170	0.5
171	0.45399
172	0.406736
173	0.358368
174	0.309017
175	0.258819
176	0.207911
177	0.156434
178	0.104528
179	0.0523357
180	-2.62268e-07
181	-0.0523362
182	-0.104529
183	-0.156435
184	-0.207912
185	-0.258819
